ETF,Underlying,Beta_used,Borrow_annual,TradingDays,TotalReturn,CAGR,AnnVol,MaxDD
OPEG,OPEN,2.007097923197372,0.10519599999999998,42,0.05825547004709186,0.4045691713671604,0.06666712259102885,-0.007276696646020153
OSCG,OSCR,1.988115115342049,0.13455,67,-0.007264893747744083,-0.02705177874410425,0.06799503033705118,-0.029279841831080677
PANG,PANW,1.9956874364216728,0.060318,225,0.041966153566289854,0.04711901297972276,0.025080983935273568,-0.011254934733911925
PBRG,PBR,1.8527509816141703,0.05,37,-0.05186273159870536,-0.30421631737685817,0.07710147636574002,-0.056750729815074896
PLTG,PLTR,1.994738944816082,0.293598,201,-0.008928750676540309,-0.011181545991477915,0.042399608842347634,-0.043341305939813
PYPG,PYPL,1.9951465383631264,0.45082,215,-0.11352507684295887,-0.1317191621823468,0.02391336196107938,-0.11780423031409759
RTXG,RTX,1.998275204171314,0.292662,172,-0.05502675824047487,-0.07957856205946212,0.03908351198203944,-0.056137859600689954
SATG,SATS,2.0112324331237166,0.225574,39,0.014963930443323115,0.1007301338582145,0.05344753327341825,-0.00736878636371352
SBU,SBUX,1.9998230193196689,0.20766,59,-0.003776505000612218,-0.016030808293635013,0.02041544908979602,-0.010361211482399657
SNAG,SNAP,2.021015503858296,0.24530200000000002,37,-0.027622443727293722,-0.17368433902397518,0.054602338209911214,-0.03317607149817836
SPOG,SPOT,1.936520302692537,0.226432,59,-0.010036341044766806,-0.04216873428866608,0.05315746132967361,-0.019726543447835643
TERG,TER,2.006955153972208,0.05,59,0.03430632711697612,0.15496649272386165,0.04195369561616668,-0.009625641890409709
TSLG,TSLA,1.9911548381691904,0.18191400000000002,290,0.11439381957980332,0.09868957521006094,0.03779550982538133,-0.01313010330057296
TSMG,TSM,1.9757893200580976,0.135802,271,0.04091544018244142,0.03799303921360231,0.035214954830970646,-0.015305038045756336
UNHG,UNH,1.9985148887078068,0.061808,142,0.040947046875792203,0.07381556460794347,0.03068315662069977,-0.008817761579481997
UPSG,UPS,2.003666091248661,0.12497400000000002,42,-0.0029386693047946943,-0.017502985606061117,0.0261658545272769,-0.006557652189403185
VALG,VALE,1.963153169388888,0.10187000000000002,37,0.0029359219169637907,0.02016738084204195,0.029344635668475023,-0.005601754014058713
XYZG,XYZ,1.99873537906574,0.19117800000000001,215,0.12010267255320772,0.14218055675826125,0.10182913151304683,-0.012110053372718643
CRCA,CRCL,1.9769505898779904,0.23281400000000002,130,0.05160294204660354,0.1024498919029384,0.05860556428257115,-0.03743923048899611
NVDB,NVDA,2.0006929983355697,0.017898,107,0.039562646974710125,0.09568491202256624,0.025758553058354953,-0.004766857436443006
PLTA,PLTR,1.9903921596717653,0.06695799999999999,107,0.04724292760934756,0.11484508214533529,0.03325634930029494,-0.010882233718311096
TSLI,TSLA,1.9793099201635551,0.031404,107,0.05419042483913317,0.13234200029391818,0.025552820545097967,-0.004479514060340972
COIA,COIN,1.990399125372928,0.11443,107,0.013523782420500341,0.03214272482482716,0.05188217531398941,-0.02239105993327073
BITU,IBIT,1.9918502629717585,0.008182000000000002,468,0.29007983320079234,0.14699830797438262,0.02760282956861785,-0.022151281630859998
ETHT,ETHA,1.9919220913242093,0.120434,391,0.25250119700879314,0.15616053924763995,0.05588411901236194,-0.03637499298812219
UXRP,XRPZ,2.0098011691299,0.026319999999999996,54,0.037123578724815864,0.18542942646487637,0.10101950041777567,-0.03537292915488055
SOLT,SOEZ,2.0156460370215687,0.0,48,-0.0012507926514379042,-0.006549231298517255,0.09199281771976237,-0.049555525340499895
TSLR,TSLA,1.974154468308492,0.096834,617,0.23767485324969773,0.09099586257818304,0.041468136840970234,-0.03711754135354395
AAPB,AAPL,1.8837043581523003,0.048722,780,0.1346429727608689,0.04165463462518182,0.02405256826311974,-0.01414946664558081
AMDL,AMD,1.9995378398064176,0.023664,478,0.18330390442862554,0.09278851844153824,0.03911850721420056,-0.043105468545119985
AMZZ,AMZN,1.993969336340725,0.013592000000000003,478,0.15248574160244543,0.07769051731134913,0.02258232997022926,-0.00471798581401861
AVGU,AVGO,1.9867301359971867,0.153092,147,0.02085453123431047,0.03601637195946639,0.048401138866206624,-0.01616155248996043
BABX,BABA,1.9264791336705285,0.0,780,0.2580299089001217,0.07698052653723741,0.03770682208177644,-0.024724669455687853
BULX,BULL,1.9663677861795343,0.12335199999999999,112,0.06668332082954098,0.15632491854196706,0.060268124021687026,-0.017432208959638706
CONL,COIN,1.754376529223129,0.133942,780,0.6565898006329431,0.17712694831270936,0.13482797151618173,-0.12993160976672857
CRWL,CRWD,1.9958733783828428,0.11455800000000001,312,0.1049434195713066,0.08394043351084779,0.032473230392564015,-0.009521502656652081
DLLL,DELL,1.9796341755519025,0.319662,249,-0.06079031211831665,-0.06149973030492617,0.04211581450840203,-0.08664226920764051
ETRL,ETOR,1.9582335171627387,0.180352,112,0.014771544796451597,0.03354319415252971,0.0489710898620785,-0.013086921718317046
GOU,GOOGL,2.0289877066251893,0.193884,49,-0.004034007161613284,-0.02057369405614118,0.028331125701792897,-0.01039190675761592
INTW,INTC,1.9892565025500928,0.025826,250,0.23625455706827925,0.23835387865549396,0.07026148106849008,-0.011321280647021426
IONL,IONQ,1.990780978584814,0.42230599999999996,222,0.1453316118682937,0.16652736137336044,0.06576774744475435,-0.024281829835076207
ISUL,ISRG,2.00205582960566,0.134346,88,-0.018390397648911483,-0.05176572538871682,0.020053436199841988,-0.021714267460880454
LCDL,LCID,1.966271012775528,0.535334,204,-0.05936110763115521,-0.07280836771096832,0.06482236088521007,-0.08146417420617347
MRAL,MARA,1.9797306769865723,0.5537179999999999,235,-0.05722491585369305,-0.06123526421885739,0.07688737360955616,-0.11012474806995498
FBL,META,1.8127908845444607,0.0,780,0.47980773340198546,0.13498311915309547,0.05508336316780791,-0.027793109402320715
MVLL,MRVL,1.9983171821381032,0.185492,235,0.15775357112566568,0.1700869808335599,0.09071655600921716,-0.010827728851381169
MSFL,MSFT,1.990133399743915,0.037194000000000005,478,0.08018768791932174,0.04150336668164156,0.017676959523335534,-0.005088234736974506
MSTP,MSTR,1.9944546791163549,0.7405459999999999,170,-0.12676180583836438,-0.18202897751282465,0.06617563059324645,-0.14941627223753728
MULL,MU,1.9979444810434088,0.206208,312,0.12227435019930999,0.09765183287097345,0.044930073131361804,-0.024271156526041837
NBIL,NBIS,1.9979995036436773,0.16896,88,0.08766138123315526,0.2720515488886135,0.07066183728373943,-0.02341711638770927
NOWL,NOW,1.9932508190481864,0.147978,147,0.009958734968781302,0.017132779928908493,0.04533633801306872,-0.012873961665680778
NVDL,NVDA,1.8174423559699049,0.05909999999999999,780,0.5049078341870892,0.1411673913785252,0.07340312219399792,-0.05714839150622353
PDDL,PDD,2.0021270363648265,0.193218,147,-0.03380703638379312,-0.05725289735660577,0.02502441056952001,-0.03530273202129275
PTIR,PLTR,1.99730602179977,0.008712,361,0.16998987182607705,0.11582288027542442,0.043767442334143994,-0.022278830246750148
QCML,QCOM,1.9720531588396957,0.18847,216,-0.011601684567898785,-0.01352217024248592,0.034673327709116256,-0.03640004518663231
RDTL,RDDT,1.98069958397636,0.169356,223,0.07938940568855002,0.0901664151769066,0.058452060320925335,-0.022574304490750152
RVNL,RIVN,1.9923961276106528,1.261628,204,-0.31088219975662,-0.3686867965779079,0.04843516193561627,-0.31088219975662
SMCL,SMCI,1.9885116271203107,0.341684,290,0.14978462888725086,0.12894724187365036,0.07214312951649265,-0.04778835154600902
TSMU,TSM,1.9916192177347527,0.08396400000000001,312,0.11100464029951373,0.0887404506682683,0.026283224002921893,-0.005277397380932802
UBRL,UBER,1.9954154508806548,0.0,361,0.12799296513993874,0.0877098180736513,0.022596195880038757,-0.005762625264260524
VRTL,VRT,1.981135964455289,0.010406000000000002,223,0.19394268171411633,0.22178498094005072,0.07032165299958358,-0.012705053397367383
AMYY,AMD,0.302184111864468,0.21824,103,-0.3617729612395525,-0.666687236803551,0.6438229458280885,-0.5295135740394401
AZYY,AMZN,0.621561407804246,0.09090200000000001,103,0.05259175059626542,0.13360373021491045,0.2034661298362976,-0.09930078941884168
BBYY,BABA,0.6141061853532033,1.25744,77,-0.46070755609375547,-0.867463899515481,0.2378092629526118,-0.4684876344062474
XBTY,IBIT,0.5538222117778819,0.0,189,0.2768037473053333,0.38515656536923837,0.31505226907481865,-0.19997993904301137
COYY,COIN,0.5382037106893857,0.15992800000000001,137,0.5527862378400188,1.246642037442098,0.36697269365344926,-0.134790505693958
NUGY,GDX,0.5167362467573757,2.235346,58,-0.6081182328876029,-0.9829262518262355,0.24762506942233817,-0.6081182328876029
HMYY,HIMS,0.3333892548762045,1.789904,49,-0.22074977415257369,-0.7227254808677612,0.6733396676702158,-0.28167867897224863
HOYY,HOOD,0.5177592300147795,0.256128,93,0.27302421330246873,0.9234174045242403,0.4352599108845366,-0.11116330853988321
IOYY,IONQ,0.4021976715666744,0.16411399999999998,68,0.0841583371027832,0.349116547036715,0.464983911387017,-0.21753107748069844
MAAY,MARA,0.3251142924140094,0.11810799999999999,68,0.7076398491633091,6.264960814305682,0.5545743350632703,-0.18451142595363712
FBYY,META,0.585607167842399,0.053158,77,0.26173578669397424,1.1401396126484729,0.2608523765282288,-0.058284239445539066
MTYY,MSTR,0.3817399420823669,0.08876800000000001,98,2.8614989236202644,31.270146149334884,0.6026088733563844,-0.1557715157930868
NVYY,NVDA,0.6532375320007842,0.031266,189,-0.13069132065018008,-0.17034279777095185,0.20544969854689812,-0.1979204017700621
PLYY,PLTR,0.5440170468399385,0.082928,98,0.019285119210755042,0.050344482874204566,0.26828201278603653,-0.10993394984603932
QBY,QBTS,0.2775692957586412,0.334608,50,0.9795483647042729,30.238719939097734,0.9000948148369788,-0.12099776924200578
TQQY,QQQ,0.8530198397270811,0.077514,242,0.13956911618061274,0.14573802447914086,0.18839814495365229,-0.13089003284117107
RGYY,RGTI,0.3114954441910218,0.05,53,0.5770276904025593,7.723082292674857,0.8424058359675919,-0.24968804818261692
RTYY,RIOT,0.3645087099468407,2.148698,49,-0.5724151288447303,-0.9873409662658887,0.5069296339972736,-0.5724151288447303
SEMY,SOXX,0.8769793329198248,0.9408080000000001,58,-0.1300918921764721,-0.45421415784007424,0.16158066871868043,-0.17005024148719172
SMYY,SMCI,0.43225089540619,0.170632,93,0.15059064311932135,0.46243246275399286,0.4780378042721679,-0.1648571059562488
YSPY,SPY,0.7735609049277296,0.07889,216,-0.21236223416136257,-0.24308411399647067,0.1808004271554176,-0.239036543265425
TSYY,TSLA,0.5381191567216704,0.066746,287,0.13944528883906027,0.12144928513198394,0.4386961302786806,-0.3535925988710078
QYLD,QQQ,0.6091510827493064,0.0,780,0.05474413147409396,0.01736852993765292,0.10626996051026022,-0.13292016357359304
QYLG,QQQ,0.7714452064271604,0.0,780,-0.013030774665872658,-0.004228646617441378,0.05259581871635928,-0.05989929413696726
QQQX,QQQ,0.840404030711127,0.0,780,0.2561987368749754,0.07647380886785737,0.10424523292509685,-0.10071353706746344
JEPQ,QQQ,0.721718905375267,0.0,780,-0.08832214859911514,-0.02943263463926049,0.059512415048421335,-0.14212957087443345
XYLD,SPY,0.6938061485240176,0.009916000000000001,780,0.0534179145828626,0.016955066995473222,0.07422316999971708,-0.10809372996243738
XYLG,SPY,0.7829248271757495,0.026352,780,-0.1090012410978155,-0.036600431634685626,0.048295627151169154,-0.11196197983475731
JEPI,SPY,0.5545065822759967,0.0,780,0.037485484722325824,0.01196018285035505,0.08729121176813201,-0.11391936150711279
SPYI,SPY,0.7565104857881185,0.0,780,-0.023127755099812908,-0.007531302091836389,0.04434827753923446,-0.07102126516641061
RYLD,IWM,0.573990258367995,0.10907800000000001,780,-0.35828643881308897,-0.1335242886823712,0.12428975368665653,-0.3866976855393166
ABNY,ABNB,0.7901724122336122,0.043686,410,-0.04096910409326715,-0.0253836456383566,0.11682893567992086,-0.08075640118479854
AIYY,AI,0.7179181684656076,0.128934,553,0.5062986008676036,0.20523962100264903,0.20928777182660477,-0.1118030404897874
AMDY,AMD,0.7870856699214748,0.039628000000000003,602,0.1349138712301179,0.05440565702349831,0.12406378417970035,-0.14148845450555203
AMZY,AMZN,0.7803392251835924,0.045040000000000004,641,-0.22059968388908768,-0.09333423763161541,0.08472717870539548,-0.2473878421439466
APLY,AAPL,0.7796968010149834,0.172118,708,-0.3985141459578101,-0.16551368961448976,0.08574127934165855,-0.40024826319407125
BABO,BABA,0.7687871545689609,0.044135999999999995,379,0.054427409955786654,0.035866936667918514,0.10607671205555722,-0.08852131443500433
BRKC,BRK-B,0.7767979132142742,0.023432,173,-0.004982060624684537,-0.00724884306550766,0.04914054332901842,-0.026281139870883652
CONY,COIN,0.7445560388814954,0.11738399999999999,626,0.14285302315588,0.05522329676401494,0.19681331288566817,-0.23017514852229415
CRCO,CRCL,0.8333447814331891,0.38115600000000005,93,-0.12112576788599938,-0.2952103292861572,0.19165003785971868,-0.1289946217786947
CVNY,CVNA,0.8203579833011573,0.05,259,-0.010571080852974868,-0.01028685060207779,0.1553332385872561,-0.17633168097408103
DISO,DIS,0.7191386256534632,0.28319,618,-0.6183048688397038,-0.32479158664202734,0.10649464694960731,-0.6218641024512093
DRAY,DKNG,0.8361622831497466,0.19263799999999998,147,-0.08397910536455311,-0.13961082558910232,0.09633731982599308,-0.10908184846143276
FBY,META,0.7343264579821459,0.0013860000000000018,638,-0.029152852066925528,-0.011618083893204512,0.11806228551528403,-0.14820008853355415
GMEY,GME,0.6302159153828529,0.05,108,0.12433380502319125,0.3144849766720086,0.20384068015057655,-0.060632817490351765
GOOY,GOOGL,0.7420756933217996,0.046144000000000004,638,0.008938675278851616,0.0035211351123607404,0.0928777536519509,-0.16684050549804563
HIYY,HIMS,0.8895307805798935,0.05,98,-0.027353465999057525,-0.06883368962700553,0.10365369514507922,-0.07956119710040899
HOOY,HOOD,0.791190124748037,0.05,192,0.10816706576456214,0.14431179947908856,0.13461827052339842,-0.0445391972031981
JPMO,JPM,0.742588057974337,0.21893800000000002,607,-0.3050156844767895,-0.14020504127767297,0.10405858252815413,-0.32086100349344127
MARO,MARA,0.7852062266374806,0.00506,293,0.22984777811496704,0.19475347823053246,0.1791487282050503,-0.1258169093396222
MRNY,MRNA,0.7519416465774263,0.19534400000000002,577,-0.05032087938650609,-0.022297127326373123,0.20089521211176517,-0.23206376804277418
MSFO,MSFT,0.7717496262274622,0.083892,618,-0.3026732217700083,-0.13670642485882822,0.08248792892887909,-0.3155008961044544
MSTY,MSTR,0.737684893072776,0.081248,495,-0.08134743070416639,-0.04227536478163463,0.2791912348940462,-0.34323014182334455
NFLY,NFLX,0.7907080686962353,0.0,631,0.04603995080940737,0.018138632450144465,0.12481076600972689,-0.11245285408164885
NVDY,NVDA,0.7417141554873364,0.029538000000000002,691,-0.04601437021880139,-0.017032555509033487,0.17029790404273037,-0.21072689400117472
PLTY,PLTR,0.7947617698760187,0.05,337,0.22763376869626928,0.16574455389668175,0.13031743787340958,-0.06430586733433952
PYPY,PYPL,0.7832712804853428,0.061278,597,-0.20478844137701013,-0.09219474847730746,0.12737316306687668,-0.2805816831684269
RBLY,RBLX,0.8467840084204427,0.0019860000000000017,137,-0.005839984165340151,-0.010715822425990451,0.08769917113780513,-0.04430846232981478
RDYY,RDDT,0.8368305353394024,0.025192000000000003,108,0.04969576197232173,0.11981952499170467,0.15424801419351536,-0.06647766010400424
SMCY,SMCI,0.7434266977056909,0.130638,355,0.21762858653092665,0.1500149573296412,0.20952327341504517,-0.12616664003357603
SNOY,SNOW,0.7925338206877957,0.08002,419,-0.11619462885716392,-0.07159565211324515,0.10236255857937931,-0.18219189988900697
TSLY,TSLA,0.7384505118447197,0.068134,780,-0.05770076790827772,-0.019018066995127536,0.18308820215563493,-0.25704037806446123
TSMY,TSM,0.7899703305357675,0.038828,370,-0.012662272733256486,-0.00864154500793457,0.09219899963721563,-0.10066226343396356
XOMO,XOM,0.7815553055949729,0.048724,614,-0.02570692078454251,-0.01063178513944918,0.07037795487893415,-0.09411259522117199
XYZY,XYZ,0.7975947379702016,0.025484,586,0.03450469049696814,0.014694864559501086,0.12765047820550887,-0.2383190041212382
AAPW,AAPL,1.0901976988841542,0.236112,246,-0.16483070147039613,-0.1684917118851209,0.08808023057504169,-0.21263490570864496
AMDW,AMD,1.1955272630807503,0.151858,140,-0.04474827460294262,-0.079100800557518,0.035481233865111275,-0.051556129697930664
AMZW,AMZN,1.2150799009365891,0.037725999999999996,164,0.006768778514507856,0.010419674316552108,0.025006492571646267,-0.008004499364897999
ARMW,ARM,1.1878286180037163,0.07386,76,5.1029856984463606e-05,0.00016921426066307532,0.0528403375886376,-0.012217816351930977
AVGW,AVGO,1.198424990547044,0.19428,140,-0.05230973378495729,-0.09218039799583144,0.03193555521326154,-0.058857947253734055
BABW,BABA,1.217539353779006,0.024596,76,0.005108755240989193,0.017039985736349683,0.0334664792477437,-0.007872621662611934
BRKW,BRK-B,1.1637283808884116,0.0,164,0.019895602880363628,0.03073397913874243,0.025378905893134098,-0.005310258753867814
COIW,COIN,1.216049971935915,0.069396,247,0.0023437263085384075,0.0023912268407328963,0.05748526948724099,-0.04395316653901149
COSW,COST,1.2746481810109884,0.11269599999999999,76,-0.01665434460017612,-0.05416516328217125,0.08603977053536281,-0.03883139755827614
GDXW,GDX,1.1958864965455351,1.185206,71,-0.23152499784071245,-0.6072952660602022,0.03045425424740549,-0.23152499784071245
GLDW,GOLD,0.2854439151962996,1.554316,71,-0.844480367641414,-0.9986466606811727,1.2157743227479,-0.8726960184198038
GOOW,GOOGL,1.2263785596982757,0.27874,140,-0.08634863143719473,-0.1500274186267856,0.02989066825305688,-0.08771148715778687
HOOW,HOOD,1.2022368539359196,0.0,164,0.02932947947093356,0.04542028825407929,0.03422279290123629,-0.012276581659267927
METW,META,1.1809546425993422,0.429156,164,-0.1925813281184321,-0.2801378190850832,0.024322269215264043,-0.1925813281184321
MSFW,MSFT,1.2053792314592289,0.0,140,0.02085134178139736,0.03784502323654282,0.024960364736205942,-0.006698321756753223
MSTW,MSTR,1.228978979344385,0.04765,140,0.00917488578005976,0.016575365974909273,0.05148842425333711,-0.01995955928390447
NFLW,NFLX,1.190447381801405,0.010202000000000001,164,0.012337637980627925,0.01902046720081718,0.024652569439983348,-0.009941703001674629
NVDW,NVDA,1.199963602747064,0.11857200000000001,247,-0.04941175369802597,-0.05038636253101325,0.029794189259642362,-0.05108741812586526
PLTW,PLTR,1.1913497209870398,0.0,247,0.06270569049366914,0.06401483305774591,0.07650038040600797,-0.028203280969847255
TSLW,TSLA,1.1973855671998836,0.089788,247,-0.021855441107357043,-0.022292890865946102,0.03893547409351835,-0.027176672644508626
TSYW,TLT,1.186274362535991,0.207414,61,-0.030649626814510333,-0.12067359400716526,0.01735695043193234,-0.030649626814510333
UBEW,UBER,1.207204756945462,0.16116200000000003,76,-0.028628102956295476,-0.09181758472015433,0.03626746748690969,-0.030456624353527695
UNHW,UNH,1.2012338123477688,0.537578,48,-0.06973036479673278,-0.3157789381840028,0.040092214369392004,-0.0723592515266549
